,Unnamed: 0,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
35,35,18,1017.0,1.0,1280.0,720.0,2.172,1.279,0.549194,459,256,105,511
36,36,19,386.0,68.0,769.0,639.0,2.172,1.28,0.554935,230,251,153,406
37,37,19,1018.0,1.0,1280.0,720.0,2.172,1.28,0.554935,459,256,104,511
38,38,20,384.0,67.0,770.0,641.0,2.172,1.28,0.561916,230,251,154,408
39,39,20,1017.0,1.0,1275.0,719.0,2.172,1.28,0.561916,458,256,103,510
40,40,21,383.0,60.0,768.0,638.0,2.172,1.28,0.569486,230,248,154,411
41,41,21,1009.0,1.0,1280.0,720.0,2.172,1.28,0.569486,457,256,108,511
42,42,22,379.0,63.0,771.0,644.0,2.172,1.28,0.577632,230,251,156,413
43,43,22,1014.0,1.0,1257.0,695.0,2.172,1.28,0.577632,454,247,97,493
44,44,23,384.0,60.0,774.0,641.0,2.172,1.28,0.585101,231,248,156,413
45,45,23,1016.0,4.0,1280.0,720.0,2.172,1.28,0.585101,459,257,105,509
46,46,24,382.0,66.0,772.0,644.0,2.172,1.28,0.593137,230,252,156,411
47,47,24,1021.0,3.0,1275.0,720.0,2.172,1.28,0.593137,459,256,101,509
48,48,25,386.0,63.0,779.0,644.0,2.172,1.28,0.600503,232,251,157,413
49,49,25,1024.0,1.0,1280.0,720.0,2.172,1.28,0.600503,460,256,102,511
50,50,26,383.0,59.0,772.0,639.0,2.172,1.28,0.609032,230,248,155,412
51,51,26,1014.0,1.0,1280.0,720.0,2.172,1.28,0.609032,458,256,106,511
52,52,27,384.0,64.0,775.0,640.0,2.172,1.28,0.615685,231,250,156,409
53,53,27,1019.0,4.0,1280.0,720.0,2.172,1.28,0.615685,459,257,104,509
54,54,28,381.0,63.0,773.0,643.0,2.172,1.28,0.623491,230,251,156,412
55,55,28,1014.0,2.0,1280.0,720.0,2.172,1.28,0.623491,458,256,106,510
56,56,29,374.0,63.0,758.0,648.0,2.172,1.28,0.630642,226,252,153,416
57,57,29,1008.0,1.0,1280.0,720.0,2.172,1.28,0.630642,457,256,108,511
58,58,30,367.0,69.0,764.0,643.0,2.173,1.282,0.634197,226,253,158,408
59,59,30,1010.0,3.0,1280.0,720.0,2.173,1.282,0.634197,458,256,108,509
60,60,31,371.0,75.0,761.0,643.0,2.174,1.287,0.63597,226,255,156,403
61,61,31,1012.0,2.0,1280.0,720.0,2.174,1.287,0.63597,458,256,107,510
62,62,32,373.0,52.0,766.0,648.0,2.175,1.295,0.63597,227,248,157,423
63,63,32,1021.0,1.0,1280.0,720.0,2.175,1.295,0.63597,460,256,103,511
64,64,33,355.0,47.0,763.0,645.0,2.178,1.308,0.63597,223,246,163,425
65,65,33,1023.0,6.0,1279.0,720.0,2.178,1.308,0.63597,460,258,102,507
66,66,34,367.0,38.0,775.0,651.0,2.18,1.322,0.63715,228,244,163,435
67,67,34,1037.0,1.0,1280.0,720.0,2.18,1.322,0.63715,463,256,97,511
68,68,35,347.0,36.0,764.0,651.0,2.184,1.34,0.63597,222,243,166,437
69,69,35,1041.0,1.0,1280.0,720.0,2.184,1.34,0.63597,464,256,95,511
70,70,36,346.0,26.0,765.0,648.0,2.187,1.36,0.63774,222,239,167,442
71,71,36,1049.0,4.0,1280.0,720.0,2.187,1.36,0.63774,465,257,92,509
72,72,37,347.0,17.0,764.0,652.0,2.191,1.379,0.63597,222,237,166,451
73,73,37,1052.0,4.0,1280.0,720.0,2.191,1.379,0.63597,466,257,91,509
74,74,38,336.0,15.0,760.0,655.0,2.195,1.399,0.63656,219,238,169,455
75,75,38,1051.0,3.0,1280.0,720.0,2.195,1.399,0.63656,466,256,91,509
76,76,39,333.0,27.0,760.0,656.0,2.198,1.418,0.63597,218,242,170,447
77,77,39,1063.0,1.0,1280.0,720.0,2.198,1.418,0.63597,468,256,86,511
78,78,40,315.0,6.0,759.0,665.0,2.202,1.438,0.63656,214,238,177,468
79,79,40,1062.0,1.0,1280.0,720.0,2.202,1.438,0.63656,468,256,87,511
80,80,41,316.0,3.0,753.0,665.0,2.206,1.457,0.63597,213,237,174,470
81,81,41,1070.0,5.0,1280.0,720.0,2.206,1.457,0.63597,470,257,84,508
82,82,42,314.0,1.0,766.0,671.0,2.209,1.477,0.63656,216,238,180,476
83,83,42,1086.0,2.0,1280.0,720.0,2.209,1.477,0.63656,473,256,77,510
84,84,43,301.0,1.0,761.0,674.0,2.213,1.496,0.63597,212,239,184,478
85,85,43,1089.0,1.0,1280.0,720.0,2.213,1.496,0.63597,473,256,76,511
86,86,44,299.0,1.0,761.0,679.0,2.216,1.513,0.638329,212,241,184,482
87,87,44,1095.0,10.0,1280.0,720.0,2.216,1.513,0.638329,474,259,74,504
88,88,45,301.0,1.0,769.0,680.0,2.219,1.527,0.645368,214,241,187,482
89,89,45,1113.0,4.0,1280.0,720.0,2.219,1.527,0.645368,478,257,66,509
90,90,46,299.0,2.0,772.0,681.0,2.22,1.539,0.651773,214,242,189,482
91,91,47,287.0,1.0,776.0,679.0,2.222,1.547,0.659858,212,241,195,482
92,92,48,323.0,3.0,810.0,689.0,2.222,1.552,0.666728,226,246,194,487
93,93,49,359.0,1.0,854.0,688.0,2.222,1.554,0.672976,242,244,198,488
94,94,50,406.0,3.0,897.0,698.0,2.222,1.555,0.67749,260,248,196,494
95,95,51,439.0,1.0,923.0,698.0,2.222,1.555,0.684771,272,248,193,495
96,96,52,471.0,1.0,961.0,696.0,2.222,1.555,0.69088,286,247,196,494
97,97,53,508.0,1.0,993.0,705.0,2.222,1.555,0.698035,300,251,194,500
98,98,54,527.0,1.0,1022.0,707.0,2.222,1.555,0.704579,309,251,198,502
99,99,55,541.0,2.0,1036.0,714.0,2.222,1.557,0.707829,315,254,198,506
100,100,56,529.0,1.0,1033.0,715.0,2.222,1.562,0.708909,312,254,201,507
101,101,57,530.0,2.0,1032.0,719.0,2.222,1.571,0.710526,312,256,200,509
102,102,58,524.0,1.0,1036.0,714.0,2.222,1.583,0.709987,312,253,204,507
103,103,59,524.0,1.0,1041.0,720.0,2.222,1.598,0.710526,312,256,206,511
104,104,60,519.0,2.0,1036.0,720.0,2.222,1.616,0.709987,310,256,206,510
105,105,61,515.0,2.0,1046.0,720.0,2.222,1.636,0.710526,312,256,212,510
106,106,62,515.0,2.0,1055.0,720.0,2.221,1.656,0.709987,314,256,216,510
107,107,63,522.0,2.0,1065.0,720.0,2.221,1.676,0.709987,317,256,217,510
108,108,64,506.0,2.0,1070.0,720.0,2.221,1.696,0.710526,315,256,225,510
109,109,65,501.0,1.0,1069.0,720.0,2.221,1.715,0.709987,314,256,227,511
110,110,66,497.0,3.0,1078.0,720.0,2.221,1.735,0.709987,314,256,232,509
111,111,67,501.0,1.0,1078.0,720.0,2.22,1.755,0.709987,315,256,230,511
112,112,68,486.0,3.0,1086.0,720.0,2.22,1.775,0.710526,314,256,240,509
113,113,69,465.0,1.0,1092.0,720.0,2.22,1.795,0.709448,311,256,250,511
114,114,70,471.0,1.0,1093.0,720.0,2.22,1.815,0.709987,312,256,248,511
115,115,71,472.0,1.0,1101.0,718.0,2.22,1.835,0.709448,314,255,251,509
116,116,72,530.0,3.0,1183.0,720.0,2.219,1.855,0.709987,342,256,261,509
117,117,73,563.0,3.0,1234.0,720.0,2.219,1.875,0.709448,359,256,268,509
118,118,74,602.0,3.0,1274.0,720.0,2.219,1.895,0.709448,375,256,268,509
119,119,75,632.0,1.0,1280.0,720.0,2.219,1.915,0.709448,382,256,259,511
120,120,76,657.0,1.0,1280.0,720.0,2.219,1.934,0.711064,387,256,249,511
121,121,77,709.0,1.0,1280.0,720.0,2.218,1.954,0.709448,397,256,228,511
122,122,78,745.0,2.0,1280.0,720.0,2.218,1.972,0.713212,404,256,214,510
123,123,79,781.0,1.0,1280.0,720.0,2.218,1.985,0.717488,412,256,199,511
124,124,80,834.0,16.0,1280.0,720.0,2.217,1.997,0.725434,422,261,178,500
125,125,81,876.0,1.0,1280.0,720.0,2.217,2.004,0.730156,431,256,161,511
126,126,82,,,,,2.216,2.01,0.737948,0,0,0,0
127,127,83,,,,,2.216,2.017,0.74001,0,0,0,0
128,128,84,,,,,2.215,2.029,0.739495,0,0,0,0
129,129,85,1.0,29.0,221.0,552.0,2.213,2.042,0.737948,44,206,88,371
130,130,86,1.0,26.0,215.0,548.0,2.212,2.059,0.74001,43,204,85,371
131,131,87,1.0,16.0,242.0,560.0,2.21,2.079,0.739495,48,204,96,386
132,132,88,1.0,31.0,244.0,557.0,2.208,2.099,0.73898,48,209,97,374
133,133,89,1.0,46.0,203.0,566.0,2.206,2.118,0.739495,40,217,80,369
134,134,90,1.0,61.0,206.0,570.0,2.204,2.139,0.738464,41,224,82,361
135,135,91,1.0,62.0,201.0,579.0,2.202,2.158,0.741038,40,227,80,367
136,136,92,1.0,85.0,203.0,574.0,2.2,2.178,0.738464,40,233,80,347
137,137,93,1.0,104.0,199.0,584.0,2.199,2.198,0.73898,40,244,79,341
138,138,94,,,,,2.197,2.217,0.738464,0,0,0,0
139,139,95,1.0,188.0,165.0,581.0,2.195,2.237,0.74001,33,273,65,279
140,140,96,1.0,205.0,182.0,580.0,2.193,2.258,0.739495,36,278,72,266
141,141,97,1.0,198.0,159.0,595.0,2.191,2.277,0.73898,32,281,63,282
142,142,98,1.0,188.0,159.0,580.0,2.189,2.297,0.739495,32,273,63,278
143,143,99,,,,,2.187,2.317,0.73898,0,0,0,0
144,144,100,,,,,2.185,2.336,0.739495,0,0,0,0
145,145,101,,,,,2.183,2.356,0.739495,0,0,0,0
146,146,102,,,,,2.181,2.376,0.73898,0,0,0,0
147,147,103,,,,,2.179,2.396,0.739495,0,0,0,0
148,148,104,,,,,2.178,2.415,0.738464,0,0,0,0
149,149,105,,,,,2.176,2.435,0.739495,0,0,0,0
150,150,106,,,,,2.174,2.455,0.73898,0,0,0,0
151,151,107,,,,,2.172,2.475,0.73898,0,0,0,0
152,152,108,,,,,2.17,2.495,0.73898,0,0,0,0
153,153,109,,,,,2.168,2.515,0.739495,0,0,0,0
154,154,110,1.0,1.0,303.0,598.0,2.166,2.535,0.738464,60,212,120,424
155,155,111,1.0,1.0,360.0,598.0,2.164,2.555,0.740524,72,212,143,424
156,156,112,17.0,1.0,371.0,607.0,2.162,2.574,0.73898,77,216,141,430
157,157,113,49.0,1.0,399.0,606.0,2.16,2.594,0.739495,89,215,140,430
158,158,114,101.0,2.0,428.0,592.0,2.159,2.614,0.739495,105,211,130,419
159,159,115,117.0,1.0,464.0,609.0,2.157,2.634,0.738464,116,216,138,432
160,160,116,116.0,1.0,460.0,606.0,2.155,2.653,0.739495,115,215,137,430
161,161,117,117.0,1.0,472.0,610.0,2.153,2.673,0.73898,117,216,142,433
162,162,118,110.0,1.0,463.0,607.0,2.151,2.693,0.739495,114,216,141,430
163,163,119,99.0,1.0,460.0,599.0,2.149,2.713,0.739495,111,213,144,425
164,164,120,86.0,1.0,461.0,605.0,2.147,2.732,0.73898,109,215,150,429
165,165,121,,,,,2.145,2.752,0.73898,0,0,0,0
166,166,122,65.0,1.0,453.0,611.0,2.143,2.772,0.739495,103,217,155,433
167,167,123,62.0,1.0,448.0,609.0,2.141,2.792,0.73898,102,216,154,432
168,168,124,43.0,1.0,437.0,614.0,2.14,2.812,0.73898,96,218,157,435
169,169,125,43.0,1.0,443.0,622.0,2.138,2.832,0.73898,97,221,160,441
170,170,126,30.0,1.0,440.0,607.0,2.136,2.852,0.73898,94,216,164,430
171,171,127,27.0,4.0,425.0,617.0,2.134,2.871,0.74001,90,220,159,435
172,172,128,29.0,1.0,436.0,621.0,2.132,2.891,0.739495,92,221,162,440
173,173,129,25.0,1.0,423.0,629.0,2.13,2.911,0.73898,89,224,159,446
174,174,130,17.0,1.0,418.0,626.0,2.128,2.931,0.739495,86,222,160,444
175,175,131,3.0,1.0,409.0,626.0,2.126,2.951,0.74001,82,222,162,444
176,176,132,9.0,1.0,390.0,620.0,2.124,2.97,0.737948,79,220,152,440
177,177,133,5.0,1.0,387.0,626.0,2.122,2.99,0.739495,78,222,152,444
178,178,134,1.0,1.0,399.0,632.0,2.12,3.01,0.739495,80,224,159,448
179,179,135,1.0,2.0,393.0,629.0,2.119,3.03,0.739495,78,224,156,445
180,180,136,1.0,1.0,444.0,643.0,2.117,3.049,0.73898,88,228,177,456
181,181,137,67.0,2.0,491.0,634.0,2.115,3.07,0.739495,111,226,169,449
182,182,138,100.0,5.0,538.0,634.0,2.113,3.089,0.739495,127,226,175,447
183,183,139,117.0,2.0,537.0,641.0,2.111,3.109,0.73898,130,228,168,454
184,184,140,169.0,1.0,624.0,636.0,2.109,3.129,0.739495,158,226,182,451
185,185,141,217.0,1.0,643.0,635.0,2.107,3.149,0.73898,172,226,170,450
186,186,142,262.0,1.0,677.0,639.0,2.105,3.168,0.739495,187,227,166,453
187,187,143,287.0,2.0,693.0,642.0,2.103,3.188,0.74001,196,228,162,455
188,188,144,351.0,1.0,765.0,645.0,2.102,3.205,0.742065,223,229,165,457
189,189,145,389.0,1.0,775.0,650.0,2.1,3.22,0.746662,232,231,154,461
190,190,146,437.0,1.0,834.0,653.0,2.099,3.23,0.754246,254,232,158,463
191,191,147,473.0,1.0,867.0,654.0,2.098,3.238,0.760738,268,232,157,464
192,192,147,1.0,210.0,149.0,498.0,2.098,3.238,0.760738,30,251,59,204
193,193,148,490.0,1.0,906.0,664.0,2.097,3.243,0.766173,279,236,166,471
194,194,148,1.0,206.0,161.0,494.0,2.097,3.243,0.766173,32,248,64,204
195,195,149,515.0,2.0,922.0,662.0,2.096,3.245,0.771554,287,236,162,469
196,196,149,1.0,205.0,197.0,501.0,2.096,3.245,0.771554,39,251,78,210
197,197,150,1.0,208.0,186.0,496.0,2.096,3.246,0.775433,37,250,74,204
198,198,150,506.0,3.0,901.0,660.0,2.096,3.246,0.775433,281,235,158,467
199,199,151,1.0,211.0,194.0,496.0,2.096,3.246,0.781674,38,251,77,202
200,200,151,503.0,3.0,915.0,666.0,2.096,3.246,0.781674,283,237,164,471
201,201,152,1.0,208.0,190.0,498.0,2.096,3.246,0.787838,38,251,75,206
202,202,152,530.0,1.0,929.0,671.0,2.096,3.246,0.787838,291,238,159,476
203,203,153,1.0,207.0,190.0,499.0,2.096,3.246,0.792992,38,251,75,207
204,204,153,543.0,2.0,935.0,678.0,2.096,3.246,0.792992,295,241,156,480
205,205,154,1.0,200.0,177.0,495.0,2.096,3.246,0.799472,35,246,70,209
206,206,154,502.0,1.0,931.0,669.0,2.096,3.246,0.799472,286,238,171,475
207,207,155,1.0,202.0,186.0,504.0,2.096,3.246,0.804498,37,251,74,214
208,208,155,498.0,1.0,936.0,671.0,2.096,3.246,0.804498,286,238,175,476
209,209,156,1.0,199.0,184.0,500.0,2.096,3.246,0.810365,36,248,73,214
210,210,156,493.0,5.0,941.0,675.0,2.096,3.246,0.810365,286,241,179,476
211,211,157,2.0,200.0,164.0,503.0,2.096,3.246,0.81571,33,249,64,215
212,212,157,480.0,1.0,936.0,681.0,2.096,3.246,0.81571,283,242,182,483
213,213,158,1.0,201.0,151.0,491.0,2.096,3.248,0.818356,30,246,60,206
214,214,158,472.0,1.0,919.0,678.0,2.096,3.248,0.818356,278,241,178,481
215,215,159,1.0,197.0,155.0,501.0,2.094,3.253,0.819235,31,248,61,216
216,216,159,477.0,1.0,942.0,688.0,2.094,3.253,0.819235,283,244,186,488
217,217,160,1.0,196.0,158.0,499.0,2.091,3.26,0.819673,31,246,62,215
218,218,160,468.0,1.0,933.0,692.0,2.091,3.26,0.819673,280,246,186,491
219,219,161,1.0,201.0,137.0,503.0,2.087,3.272,0.819235,27,250,54,214
220,220,161,462.0,5.0,941.0,701.0,2.087,3.272,0.819235,280,251,191,494
221,221,162,1.0,198.0,135.0,505.0,2.082,3.286,0.820111,27,249,53,218
222,222,162,465.0,1.0,963.0,714.0,2.082,3.286,0.820111,285,253,199,507
223,223,163,1.0,204.0,139.0,508.0,2.076,3.302,0.819673,28,253,55,216
224,224,163,455.0,2.0,953.0,708.0,2.076,3.302,0.819673,281,252,199,502
225,225,164,1.0,205.0,153.0,505.0,2.069,3.321,0.819235,30,252,60,213
226,226,164,455.0,2.0,964.0,720.0,2.069,3.321,0.819235,283,256,203,510
227,227,165,1.0,207.0,158.0,511.0,2.061,3.34,0.819235,31,255,62,216
228,228,165,456.0,1.0,968.0,719.0,2.061,3.34,0.819235,284,256,204,510
229,229,166,1.0,204.0,134.0,526.0,2.055,3.358,0.818796,26,259,53,228
230,230,166,451.0,3.0,962.0,720.0,2.055,3.358,0.818796,282,256,204,509
231,231,167,1.0,213.0,122.0,517.0,2.048,3.377,0.819235,24,259,48,216
232,232,167,442.0,5.0,969.0,720.0,2.048,3.377,0.819235,282,257,210,508
233,233,168,1.0,215.0,131.0,519.0,2.041,3.396,0.819235,26,260,52,216
234,234,168,429.0,1.0,980.0,720.0,2.041,3.396,0.819235,281,256,220,511
235,235,169,430.0,1.0,974.0,720.0,2.034,3.414,0.819235,280,256,217,511
236,236,169,1.0,259.0,120.0,523.0,2.034,3.414,0.819235,24,278,47,187
237,237,170,421.0,2.0,973.0,720.0,2.027,3.433,0.819235,278,256,220,510
238,238,170,1.0,277.0,127.0,521.0,2.027,3.433,0.819235,25,283,50,173
239,239,171,422.0,1.0,993.0,720.0,2.02,3.452,0.819673,282,256,228,511
240,240,171,1.0,276.0,126.0,519.0,2.02,3.452,0.819673,25,282,50,172
241,241,172,416.0,1.0,992.0,720.0,2.013,3.471,0.819235,281,256,230,511
242,242,172,1.0,279.0,104.0,522.0,2.013,3.471,0.819235,20,284,41,172
243,243,173,439.0,2.0,1007.0,720.0,2.006,3.489,0.819235,289,256,227,510
244,244,173,1.0,274.0,121.0,516.0,2.006,3.489,0.819235,24,280,48,172
245,245,174,476.0,3.0,1029.0,720.0,2.0,3.508,0.819673,300,256,221,509
246,246,174,1.0,208.0,158.0,525.0,2.0,3.508,0.819673,31,260,62,225
247,247,175,519.0,3.0,1095.0,720.0,1.993,3.527,0.819235,322,256,230,509
248,248,175,1.0,200.0,196.0,527.0,1.993,3.527,0.819235,39,258,78,232
249,249,176,545.0,3.0,1149.0,720.0,1.986,3.545,0.819235,338,256,241,509
250,250,176,1.0,199.0,229.0,526.0,1.986,3.545,0.819235,46,257,91,232
251,251,177,2.0,205.0,250.0,519.0,1.979,3.564,0.819235,50,257,99,223
252,252,177,572.0,2.0,1172.0,720.0,1.979,3.564,0.819235,348,256,240,510
253,253,178,29.0,208.0,289.0,525.0,1.972,3.582,0.819235,63,260,104,225
254,254,178,607.0,4.0,1221.0,720.0,1.972,3.582,0.819235,365,257,245,509
255,255,179,70.0,209.0,329.0,526.0,1.965,3.601,0.819673,79,260,103,225
256,256,179,651.0,2.0,1279.0,720.0,1.965,3.601,0.819673,386,256,251,510
257,257,180,106.0,213.0,369.0,531.0,1.958,3.62,0.819235,94,264,105,226
258,258,180,714.0,2.0,1280.0,720.0,1.958,3.62,0.819235,398,256,226,510
259,259,181,156.0,217.0,418.0,540.0,1.951,3.639,0.819673,114,268,104,229
260,260,181,757.0,1.0,1280.0,720.0,1.951,3.639,0.819673,407,256,209,511
261,261,182,200.0,220.0,452.0,524.0,1.944,3.657,0.819235,130,264,100,216
262,262,182,791.0,2.0,1277.0,720.0,1.944,3.657,0.819235,413,256,194,510
263,263,183,,,,,1.937,3.676,0.819673,0,0,0,0
264,264,184,283.0,227.0,537.0,537.0,1.93,3.695,0.819235,164,271,101,220
265,265,184,858.0,5.0,1280.0,720.0,1.93,3.695,0.819235,427,257,168,508
266,266,185,318.0,231.0,561.0,535.0,1.924,3.713,0.819673,175,272,97,216
267,267,186,351.0,234.0,601.0,535.0,1.917,3.732,0.819235,190,273,100,214
268,268,186,1.0,179.0,175.0,497.0,1.917,3.732,0.819235,35,240,69,226
269,269,187,343.0,234.0,590.0,540.0,1.91,3.751,0.820111,186,275,98,217
270,270,187,2.0,182.0,166.0,498.0,1.91,3.751,0.820111,33,241,65,224
271,271,188,350.0,230.0,596.0,537.0,1.903,3.77,0.819673,189,272,98,218
272,272,188,1.0,178.0,177.0,501.0,1.903,3.77,0.819673,35,241,70,229
273,273,189,343.0,223.0,588.0,519.0,1.896,3.788,0.819235,186,263,98,210
274,274,189,1.0,172.0,164.0,493.0,1.896,3.788,0.819235,32,236,65,228
275,275,190,342.0,230.0,579.0,522.0,1.89,3.804,0.821858,184,267,94,207
276,276,190,1.0,178.0,177.0,491.0,1.89,3.804,0.821858,35,237,70,222
277,277,191,,,,,1.885,3.818,0.825761,0,0,0,0
278,278,192,329.0,214.0,586.0,530.0,1.881,3.828,0.831754,182,264,102,224
279,279,192,1.0,161.0,153.0,496.0,1.881,3.828,0.831754,30,233,60,238
280,280,193,321.0,212.0,569.0,529.0,1.877,3.835,0.837234,178,263,99,225
281,281,193,1.0,155.0,143.0,493.0,1.877,3.835,0.837234,28,230,56,240
282,282,194,324.0,214.0,579.0,530.0,1.875,3.84,0.842218,180,264,102,224
283,283,194,1.0,161.0,134.0,491.0,1.875,3.84,0.842218,26,231,53,234
284,284,195,315.0,213.0,566.0,527.0,1.874,3.843,0.846318,176,263,100,223
285,285,195,1.0,163.0,133.0,490.0,1.874,3.843,0.846318,26,231,52,232
286,286,196,330.0,210.0,577.0,534.0,1.874,3.843,0.849966,181,264,98,230
287,287,196,1.0,161.0,137.0,500.0,1.874,3.843,0.849966,27,234,54,241
288,288,197,362.0,212.0,610.0,534.0,1.874,3.843,0.855163,194,265,99,228
289,289,197,1.0,162.0,184.0,496.0,1.874,3.843,0.855163,36,233,73,237
290,290,198,404.0,215.0,650.0,529.0,1.874,3.843,0.859885,210,264,98,223
291,291,198,29.0,163.0,218.0,499.0,1.874,3.843,0.859885,49,235,75,238
292,292,199,439.0,212.0,686.0,538.0,1.874,3.843,0.864535,224,266,98,231
293,293,199,75.0,169.0,265.0,499.0,1.874,3.843,0.864535,68,237,76,234
294,294,200,103.0,166.0,287.0,500.0,1.874,3.843,0.869491,78,236,73,237
295,295,200,466.0,218.0,717.0,540.0,1.874,3.843,0.869491,236,269,100,228
296,296,201,500.0,224.0,759.0,540.0,1.874,3.843,0.873988,251,271,103,224
297,297,201,144.0,173.0,344.0,509.0,1.874,3.843,0.873988,97,242,80,238
298,298,202,190.0,182.0,372.0,501.0,1.874,3.843,0.878778,112,242,72,226
299,299,202,541.0,226.0,780.0,547.0,1.874,3.843,0.878778,264,274,95,228
300,300,203,585.0,226.0,822.0,547.0,1.874,3.843,0.883122,281,274,94,228
301,301,203,238.0,187.0,413.0,510.0,1.874,3.843,0.883122,130,247,70,229
302,302,204,258.0,191.0,440.0,518.0,1.874,3.843,0.887744,139,251,72,232
303,303,204,606.0,229.0,840.0,551.0,1.874,3.843,0.887744,289,277,93,228
304,304,205,284.0,190.0,460.0,511.0,1.874,3.843,0.892278,148,248,70,228
305,305,205,626.0,219.0,881.0,560.0,1.874,3.843,0.892278,301,276,102,242
306,306,206,279.0,191.0,454.0,516.0,1.874,3.843,0.896045,146,251,70,231
307,307,206,624.0,231.0,879.0,558.0,1.874,3.843,0.896045,300,280,102,232
308,308,207,282.0,193.0,443.0,509.0,1.874,3.843,0.900749,144,249,64,224
309,309,207,623.0,230.0,878.0,557.0,1.874,3.843,0.900749,300,279,102,232
310,310,208,272.0,188.0,446.0,504.0,1.873,3.844,0.902403,143,246,69,224
311,311,208,623.0,226.0,879.0,545.0,1.873,3.844,0.902403,300,273,102,226
312,312,209,273.0,185.0,448.0,510.0,1.869,3.849,0.902733,144,246,70,231
313,313,209,618.0,218.0,872.0,541.0,1.869,3.849,0.902733,298,269,101,229
314,314,210,272.0,186.0,437.0,505.0,1.864,3.855,0.90339,141,245,66,226
315,315,210,618.0,215.0,872.0,548.0,1.864,3.855,0.90339,298,270,101,236
316,316,211,267.0,184.0,436.0,503.0,1.856,3.864,0.902733,140,243,67,226
317,317,211,615.0,215.0,866.0,546.0,1.856,3.864,0.902733,296,270,100,235
318,318,212,259.0,186.0,433.0,513.0,1.847,3.875,0.90339,138,248,69,232
319,319,212,615.0,219.0,874.0,554.0,1.847,3.875,0.90339,297,274,103,238
320,320,213,244.0,182.0,423.0,517.0,1.836,3.889,0.902733,133,248,71,238
321,321,213,610.0,214.0,861.0,562.0,1.836,3.889,0.902733,294,275,100,247
322,322,214,243.0,187.0,423.0,519.0,1.823,3.905,0.903062,133,251,72,236
323,323,214,603.0,221.0,871.0,571.0,1.823,3.905,0.903062,294,281,107,248
