,Unnamed: 0,Unnamed: 0.1,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
75,75,75,38,0.4399999999999995,0.0,0.0,0.0,2.195,1.399,0.63656,0.6899999999999995,0.0,2.5,13.94
76,76,76,39,0.6200000000000001,0.5,0.3100000000000005,0.75,2.198,1.418,0.63597,0.9400000000000004,0.6200000000000001,4.62,12.19
77,77,77,39,0.6199999999999992,0.0,0.0,0.0,2.198,1.418,0.63597,0.75,0.0,2.31,13.94
78,78,78,40,0.43999999999999995,0.06,0.25,0.8800000000000008,2.202,1.438,0.63656,0.8099999999999996,0.5,4.81,12.81
79,79,79,40,0.5600000000000005,0.0,0.0,0.0,2.202,1.438,0.63656,0.75,0.0,2.38,13.94
80,80,80,41,0.43999999999999995,0.0,0.1899999999999995,0.8800000000000008,2.206,1.457,0.63597,0.8099999999999996,0.4400000000000004,4.75,12.81
81,81,81,41,0.6899999999999995,0.06,0.0,0.0,2.206,1.457,0.63597,0.8100000000000005,0.0,2.25,13.88
82,82,82,42,0.3799999999999999,0.0,0.3800000000000008,0.0,2.209,1.477,0.63656,0.8799999999999999,0.5,4.94,13.0
83,83,83,42,0.8800000000000008,0.0,0.0,0.0,2.209,1.477,0.63656,0.9399999999999995,0.0,2.06,13.94
84,84,84,43,0.25,0.0,0.3100000000000005,0.0600000000000005,2.213,1.496,0.63597,0.75,0.5,5.0,13.06
85,85,85,43,0.8800000000000008,0.0,0.0,0.0,2.213,1.496,0.63597,0.9399999999999995,0.0,2.06,13.94
86,86,86,44,0.25,0.0,0.3100000000000005,0.1899999999999995,2.216,1.513,0.638329,0.75,0.5599999999999996,5.0,13.12
87,87,87,44,0.9399999999999995,0.19,0.0,0.0,2.216,1.513,0.638329,0.9399999999999995,0.05999999999999961,2.0,13.75
88,88,88,45,0.25,0.0,0.3800000000000008,0.1899999999999995,2.219,1.527,0.645368,0.8099999999999996,0.5599999999999996,5.06,13.19
89,89,89,45,0.11999999999999922,0.06,0.0,0.0,2.219,1.527,0.645368,0.0600000000000005,0.0,1.81,13.88
90,90,90,46,0.25,0.0,0.4399999999999995,0.1899999999999995,2.22,1.539,0.651773,0.8099999999999996,0.6200000000000001,5.12,13.19
91,91,91,47,0.1200000000000001,0.0,0.4399999999999995,0.1899999999999995,2.222,1.547,0.659858,0.75,0.5599999999999996,5.31,13.12
92,92,92,48,0.5,0.0,0.8100000000000005,0.3800000000000008,2.222,1.552,0.666728,0.1900000000000004,0.6900000000000004,5.31,13.31
93,93,93,49,0.8799999999999999,0.0,0.3100000000000005,0.3800000000000008,2.222,1.554,0.672976,0.6200000000000001,0.6900000000000004,5.38,13.31
94,94,94,50,0.4400000000000004,0.0,0.75,0.5600000000000005,2.222,1.555,0.67749,0.05999999999999961,0.75,5.31,13.5
95,95,95,51,0.75,0.0,0.0600000000000005,0.5600000000000005,2.222,1.555,0.684771,0.4400000000000004,0.75,5.25,13.5
96,96,96,52,0.1200000000000001,0.0,0.5,0.5,2.222,1.555,0.69088,0.8099999999999996,0.75,5.31,13.5
97,97,97,53,0.5,0.0,0.8100000000000005,0.6899999999999995,2.222,1.555,0.698035,0.1899999999999995,0.8099999999999996,5.25,13.69
98,98,98,54,0.75,0.0,0.11999999999999922,0.6899999999999995,2.222,1.555,0.704579,0.4399999999999995,0.8799999999999999,5.38,13.69
99,99,99,55,0.8799999999999999,0.0,0.3100000000000005,0.8800000000000008,2.222,1.557,0.707829,0.5600000000000005,0.9400000000000004,5.38,13.81
100,100,100,56,0.75,0.0,0.25,0.8800000000000008,2.222,1.562,0.708909,0.5,0.9400000000000004,5.5,13.88
101,101,101,57,0.75,0.0,0.25,0.9399999999999995,2.222,1.571,0.710526,0.5,0.0,5.44,13.94
102,102,102,58,0.6900000000000004,0.0,0.3100000000000005,0.8800000000000008,2.222,1.583,0.709987,0.5,0.9400000000000004,5.56,13.81
103,103,103,59,0.6900000000000004,0.0,0.3800000000000008,0.0,2.222,1.598,0.710526,0.5,0.0,5.62,13.94
104,104,104,60,0.6200000000000001,0.0,0.3100000000000005,0.0,2.222,1.616,0.709987,0.4399999999999995,0.0,5.62,13.94
105,105,105,61,0.6200000000000001,0.0,0.4399999999999995,0.0,2.222,1.636,0.710526,0.5,0.0,5.75,13.94
106,106,106,62,0.6200000000000001,0.0,0.5,0.0,2.221,1.656,0.709987,0.5600000000000005,0.0,5.88,13.94
107,107,107,63,0.6900000000000004,0.0,0.6199999999999992,0.0,2.221,1.676,0.709987,0.6199999999999992,0.0,5.94,13.94
108,108,108,64,0.5,0.0,0.6899999999999995,0.0,2.221,1.696,0.710526,0.5600000000000005,0.0,6.12,13.94
109,109,109,65,0.4400000000000004,0.0,0.6899999999999995,0.0,2.221,1.715,0.709987,0.5600000000000005,0.0,6.19,13.94
110,110,110,66,0.3799999999999999,0.0,0.75,0.0,2.221,1.735,0.709987,0.5600000000000005,0.0,6.31,13.94
111,111,111,67,0.4400000000000004,0.0,0.75,0.0,2.22,1.755,0.709987,0.6199999999999992,0.0,6.25,13.94
112,112,112,68,0.3099999999999996,0.0,0.8800000000000008,0.0,2.22,1.775,0.710526,0.5600000000000005,0.0,6.56,13.94
113,113,113,69,0.05999999999999961,0.0,0.9399999999999995,0.0,2.22,1.795,0.709448,0.5,0.0,6.81,13.94
114,114,114,70,0.1200000000000001,0.0,0.9399999999999995,0.0,2.22,1.815,0.709987,0.5,0.0,6.75,13.94
115,115,115,71,0.1200000000000001,0.0,0.0,0.9399999999999995,2.22,1.835,0.709448,0.5600000000000005,0.9400000000000004,6.88,13.94
116,116,116,72,0.75,0.0,0.9399999999999995,0.0,2.219,1.855,0.709987,0.3100000000000005,0.0,7.12,13.94
117,117,117,73,0.1200000000000001,0.0,0.4399999999999995,0.0,2.219,1.875,0.709448,0.8100000000000005,0.0,7.31,13.94
118,118,118,74,0.5599999999999996,0.0,0.8800000000000008,0.0,2.219,1.895,0.709448,0.25,0.0,7.31,13.94
119,119,119,75,0.8799999999999999,0.0,0.0,0.0,2.219,1.915,0.709448,0.4399999999999995,0.0,7.06,13.94
120,120,120,76,0.1200000000000001,0.0,0.0,0.0,2.219,1.934,0.711064,0.5600000000000005,0.0,6.81,13.94
121,121,121,77,0.75,0.0,0.0,0.0,2.218,1.954,0.709448,0.8100000000000005,0.0,6.19,13.94
122,122,122,78,0.11999999999999922,0.0,0.0,0.0,2.218,1.972,0.713212,0.0600000000000005,0.0,5.81,13.94
123,123,123,79,0.5,0.0,0.0,0.0,2.218,1.985,0.717488,0.25,0.0,5.44,13.94
124,124,124,80,0.0600000000000005,0.25,0.0,0.0,2.217,1.997,0.725434,0.5,0.1200000000000001,4.88,13.69
125,125,125,81,0.5600000000000005,0.0,0.0,0.0,2.217,2.004,0.730156,0.75,0.0,4.38,13.94
126,126,126,82,,,,,2.216,2.01,0.737948,0.0,0.0,0.0,0.0
127,127,127,83,,,,,2.216,2.017,0.74001,0.0,0.0,0.0,0.0
128,128,128,84,,,,,2.215,2.029,0.739495,0.0,0.0,0.0,0.0
129,129,129,85,0.0,0.56,0.3799999999999999,0.6899999999999995,2.213,2.042,0.737948,0.18999999999999995,0.6200000000000001,2.38,10.12
130,130,130,86,0.0,0.5,0.31000000000000005,0.6199999999999992,2.212,2.059,0.74001,0.1200000000000001,0.5599999999999996,2.31,10.12
131,131,131,87,0.0,0.25,0.6200000000000001,0.8800000000000008,2.21,2.079,0.739495,0.31000000000000005,0.5599999999999996,2.62,10.56
132,132,132,88,0.0,0.56,0.6200000000000001,0.8100000000000005,2.208,2.099,0.73898,0.31000000000000005,0.6900000000000004,2.62,10.19
133,133,133,89,0.0,0.88,0.18999999999999995,0.0,2.206,2.118,0.739495,0.06000000000000005,0.9400000000000004,2.19,10.06
134,134,134,90,0.0,0.1200000000000001,0.25,0.0600000000000005,2.204,2.139,0.738464,0.1200000000000001,0.1200000000000001,2.19,9.88
135,135,135,91,0.0,0.18999999999999995,0.18999999999999995,0.25,2.202,2.158,0.741038,0.06000000000000005,0.1900000000000004,2.19,10.0
136,136,136,92,0.0,0.6200000000000001,0.18999999999999995,0.11999999999999922,2.2,2.178,0.738464,0.06000000000000005,0.3799999999999999,2.19,9.5
137,137,137,93,0.0,0.0,0.1200000000000001,0.3100000000000005,2.199,2.198,0.73898,0.06000000000000005,0.6900000000000004,2.12,9.31
138,138,138,94,,,,,2.197,2.217,0.738464,0.0,0.0,0.0,0.0
139,139,139,95,0.0,0.6200000000000001,0.75,0.25,2.195,2.237,0.74001,0.88,0.4400000000000004,1.75,7.62
140,140,140,96,0.0,0.94,0.94,0.25,2.193,2.258,0.739495,0.94,0.5599999999999996,1.94,7.25
141,141,141,97,0.0,0.81,0.69,0.5600000000000005,2.191,2.277,0.73898,0.88,0.6900000000000004,1.69,7.69
142,142,142,98,0.0,0.6200000000000001,0.69,0.25,2.189,2.297,0.739495,0.88,0.4400000000000004,1.69,7.56
143,143,143,99,,,,,2.187,2.317,0.73898,0.0,0.0,0.0,0.0
144,144,144,100,,,,,2.185,2.336,0.739495,0.0,0.0,0.0,0.0
145,145,145,101,,,,,2.183,2.356,0.739495,0.0,0.0,0.0,0.0
146,146,146,102,,,,,2.181,2.376,0.73898,0.0,0.0,0.0,0.0
147,147,147,103,,,,,2.179,2.396,0.739495,0.0,0.0,0.0,0.0
148,148,148,104,,,,,2.178,2.415,0.738464,0.0,0.0,0.0,0.0
149,149,149,105,,,,,2.176,2.435,0.739495,0.0,0.0,0.0,0.0
150,150,150,106,,,,,2.174,2.455,0.73898,0.0,0.0,0.0,0.0
151,151,151,107,,,,,2.172,2.475,0.73898,0.0,0.0,0.0,0.0
152,152,152,108,,,,,2.17,2.495,0.73898,0.0,0.0,0.0,0.0
153,153,153,109,,,,,2.168,2.515,0.739495,0.0,0.0,0.0,0.0
154,154,154,110,0.0,0.0,0.31000000000000005,0.6199999999999992,2.166,2.535,0.738464,0.6200000000000001,0.8099999999999996,3.25,11.56
155,155,155,111,0.0,0.0,0.94,0.6199999999999992,2.164,2.555,0.740524,0.94,0.8099999999999996,3.88,11.56
156,156,156,112,0.12,0.0,0.0,0.75,2.162,2.574,0.73898,0.06000000000000005,0.8799999999999999,3.81,11.75
157,157,157,113,0.5,0.0,0.3099999999999996,0.75,2.16,2.594,0.739495,0.43999999999999995,0.8799999999999999,3.81,11.75
158,158,158,114,0.06000000000000005,0.0,0.6200000000000001,0.5,2.159,2.614,0.739495,0.8799999999999999,0.75,3.56,11.44
159,159,159,115,0.25,0.0,0.05999999999999961,0.8100000000000005,2.157,2.634,0.738464,0.1200000000000001,0.8799999999999999,3.75,11.81
160,160,160,116,0.25,0.0,0.0,0.75,2.155,2.653,0.739495,0.1200000000000001,0.8799999999999999,3.75,11.75
161,161,161,117,0.25,0.0,0.1200000000000001,0.8100000000000005,2.153,2.673,0.73898,0.18999999999999995,0.8799999999999999,3.88,11.81
162,162,162,118,0.18999999999999995,0.0,0.05999999999999961,0.75,2.151,2.693,0.739495,0.1200000000000001,0.8799999999999999,3.81,11.75
163,163,163,119,0.06000000000000005,0.0,0.0,0.6199999999999992,2.149,2.713,0.739495,0.0,0.8099999999999996,3.94,11.62
164,164,164,120,0.94,0.0,0.0,0.75,2.147,2.732,0.73898,0.94,0.8799999999999999,4.06,11.69
165,165,165,121,,,,,2.145,2.752,0.73898,0.0,0.0,0.0,0.0
166,166,166,122,0.69,0.0,0.9400000000000004,0.8800000000000008,2.143,2.772,0.739495,0.81,0.9400000000000004,4.19,11.81
167,167,167,123,0.62,0.0,0.8799999999999999,0.8100000000000005,2.141,2.792,0.73898,0.75,0.8799999999999999,4.19,11.81
168,168,168,124,0.44,0.0,0.75,0.9399999999999995,2.14,2.812,0.73898,0.6200000000000001,0.9400000000000004,4.25,11.88
169,169,169,125,0.44,0.0,0.8099999999999996,0.0600000000000005,2.138,2.832,0.73898,0.6200000000000001,0.0,4.38,12.06
170,170,170,126,0.31,0.0,0.8099999999999996,0.75,2.136,2.852,0.73898,0.56,0.8799999999999999,4.44,11.75
171,171,171,127,0.25,0.06,0.6200000000000001,0.9399999999999995,2.134,2.871,0.74001,0.43999999999999995,0.0,4.31,11.88
172,172,172,128,0.31,0.0,0.75,0.0600000000000005,2.132,2.891,0.739495,0.5,0.0,4.44,12.0
173,173,173,129,0.25,0.0,0.6200000000000001,0.1899999999999995,2.13,2.911,0.73898,0.43999999999999995,0.1200000000000001,4.31,12.19
174,174,174,130,0.12,0.0,0.5599999999999996,0.11999999999999922,2.128,2.931,0.739495,0.31000000000000005,0.05999999999999961,4.38,12.12
175,175,175,131,0.0,0.0,0.4400000000000004,0.11999999999999922,2.126,2.951,0.74001,0.25,0.05999999999999961,4.44,12.12
176,176,176,132,0.06,0.0,0.25,0.0,2.124,2.97,0.737948,0.1200000000000001,0.0,4.12,12.0
177,177,177,133,0.0,0.0,0.1900000000000004,0.11999999999999922,2.122,2.99,0.739495,0.1200000000000001,0.05999999999999961,4.12,12.12
178,178,178,134,0.0,0.0,0.3099999999999996,0.25,2.12,3.01,0.739495,0.18999999999999995,0.1200000000000001,4.31,12.25
179,179,179,135,0.0,0.0,0.25,0.1899999999999995,2.119,3.03,0.739495,0.1200000000000001,0.1200000000000001,4.25,12.19
180,180,180,136,0.0,0.0,0.8099999999999996,0.5,2.117,3.049,0.73898,0.3799999999999999,0.25,4.81,12.44
181,181,181,137,0.69,0.0,0.3099999999999996,0.3100000000000005,2.115,3.07,0.739495,0.0,0.1200000000000001,4.62,12.25
182,182,182,138,0.06000000000000005,0.06,0.8799999999999999,0.3100000000000005,2.113,3.089,0.739495,0.43999999999999995,0.1900000000000004,4.75,12.19
183,183,183,139,0.25,0.0,0.8099999999999996,0.4399999999999995,2.111,3.109,0.73898,0.56,0.1900000000000004,4.56,12.38
184,184,184,140,0.81,0.0,0.8099999999999996,0.3100000000000005,2.109,3.129,0.739495,0.3099999999999996,0.1200000000000001,4.94,12.31
185,185,185,141,0.31000000000000005,0.0,0.0,0.3100000000000005,2.107,3.149,0.73898,0.6900000000000004,0.1200000000000001,4.62,12.31
186,186,186,142,0.81,0.0,0.3799999999999999,0.3800000000000008,2.105,3.168,0.739495,0.1200000000000001,0.1900000000000004,4.5,12.38
187,187,187,143,0.1200000000000001,0.0,0.5599999999999996,0.4399999999999995,2.103,3.188,0.74001,0.3099999999999996,0.25,4.44,12.44
188,188,188,144,0.81,0.0,0.3100000000000005,0.5,2.102,3.205,0.742065,0.05999999999999961,0.25,4.5,12.5
189,189,189,145,0.25,0.0,0.4399999999999995,0.6199999999999992,2.1,3.22,0.746662,0.3099999999999996,0.3099999999999996,4.19,12.56
190,190,190,146,0.75,0.0,0.0600000000000005,0.6899999999999995,2.099,3.23,0.754246,0.9400000000000004,0.3099999999999996,4.31,12.62
191,191,191,147,0.1200000000000001,0.0,0.4399999999999995,0.6899999999999995,2.098,3.238,0.760738,0.3099999999999996,0.3099999999999996,4.25,12.69
192,192,192,147,0.0,0.05999999999999961,0.6200000000000001,0.6199999999999992,2.098,3.238,0.760738,0.81,0.8799999999999999,1.56,5.56
193,193,193,148,0.3099999999999996,0.0,0.8800000000000008,0.8800000000000008,2.097,3.243,0.766173,0.6200000000000001,0.4400000000000004,4.5,12.88
194,194,194,148,0.0,0.0,0.75,0.5600000000000005,2.097,3.243,0.766173,0.88,0.75,1.75,5.56
195,195,195,149,0.6200000000000001,0.0,0.0600000000000005,0.8100000000000005,2.096,3.245,0.771554,0.8099999999999996,0.4400000000000004,4.44,12.81
196,196,196,149,0.0,0.94,0.1200000000000001,0.6899999999999995,2.096,3.245,0.771554,0.06000000000000005,0.8099999999999996,2.12,5.75
197,197,197,150,0.0,0.0,0.0,0.6199999999999992,2.096,3.246,0.775433,0.0,0.8099999999999996,2.0,5.56
198,198,198,150,0.5,0.0,0.8100000000000005,0.8100000000000005,2.096,3.246,0.775433,0.6900000000000004,0.3799999999999999,4.31,12.75
199,199,199,151,0.0,0.05999999999999961,0.06000000000000005,0.6199999999999992,2.096,3.246,0.781674,0.0,0.8099999999999996,2.06,5.5
200,200,200,151,0.5,0.0,0.0,0.9399999999999995,2.096,3.246,0.781674,0.75,0.4400000000000004,4.5,12.88
201,201,201,152,0.0,0.0,0.06000000000000005,0.6199999999999992,2.096,3.246,0.787838,0.0,0.8099999999999996,2.06,5.62
202,202,202,152,0.75,0.0,0.11999999999999922,0.0,2.096,3.246,0.787838,0.9400000000000004,0.5,4.31,13.0
203,203,203,153,0.0,0.0,0.06000000000000005,0.6899999999999995,2.096,3.246,0.792992,0.0,0.8099999999999996,2.06,5.62
204,204,204,153,0.9400000000000004,0.0,0.1899999999999995,0.11999999999999922,2.096,3.246,0.792992,0.0600000000000005,0.5599999999999996,4.25,13.12
205,205,205,154,0.0,0.8799999999999999,0.8799999999999999,0.6199999999999992,2.096,3.246,0.799472,0.94,0.6900000000000004,1.88,5.69
206,206,206,154,0.4400000000000004,0.0,0.11999999999999922,0.0,2.096,3.246,0.799472,0.8099999999999996,0.5,4.69,12.94
207,207,207,155,0.0,0.8799999999999999,0.0,0.75,2.096,3.246,0.804498,0.0,0.8099999999999996,2.0,5.81
208,208,208,155,0.4400000000000004,0.0,0.1899999999999995,0.0,2.096,3.246,0.804498,0.8099999999999996,0.5,4.75,13.0
209,209,209,156,0.0,0.81,0.0,0.6899999999999995,2.096,3.246,0.810365,0.0,0.75,2.0,5.81
