,Unnamed: 0,image_number,xmin,ymin,xmax,ymax,x_values_odo,y_values_odo,z_values_odo,x_center,y_center,width,height
36,36,19,2.09,0.66,4.19,6.19,2.172,1.28,0.554935,3.12,3.41,2.09,5.53
37,37,19,5.56,0.0,7.0,7.0,2.172,1.28,0.554935,6.28,3.5,1.41,6.97
38,38,20,2.09,0.62,4.19,6.22,2.172,1.28,0.561916,3.12,3.44,2.09,5.56
39,39,20,5.53,0.0,6.97,6.97,2.172,1.28,0.561916,6.25,3.5,1.41,6.97
40,40,21,2.09,0.56,4.19,6.19,2.172,1.28,0.569486,3.12,3.38,2.09,5.59
41,41,21,5.5,0.0,7.0,7.0,2.172,1.28,0.569486,6.25,3.5,1.47,6.97
42,42,22,2.06,0.59,4.19,6.25,2.172,1.28,0.577632,3.12,3.41,2.12,5.62
43,43,22,5.53,0.0,6.84,6.75,2.172,1.28,0.577632,6.19,3.38,1.31,6.72
44,44,23,2.09,0.56,4.22,6.22,2.172,1.28,0.585101,3.16,3.38,2.12,5.62
45,45,23,5.53,0.03,7.0,7.0,2.172,1.28,0.585101,6.25,3.5,1.44,6.94
46,46,24,2.06,0.62,4.22,6.25,2.172,1.28,0.593137,3.12,3.44,2.12,5.59
47,47,24,5.56,0.0,6.97,7.0,2.172,1.28,0.593137,6.25,3.5,1.38,6.97
48,48,25,2.09,0.59,4.25,6.25,2.172,1.28,0.600503,3.16,3.41,2.12,5.62
49,49,25,5.59,0.0,7.0,7.0,2.172,1.28,0.600503,6.28,3.5,1.38,6.97
50,50,26,2.09,0.56,4.22,6.19,2.172,1.28,0.609032,3.12,3.38,2.12,5.62
51,51,26,5.53,0.0,7.0,7.0,2.172,1.28,0.609032,6.25,3.5,1.44,6.97
52,52,27,2.09,0.59,4.22,6.22,2.172,1.28,0.615685,3.16,3.41,2.12,5.59
53,53,27,5.56,0.03,7.0,7.0,2.172,1.28,0.615685,6.28,3.5,1.41,6.94
54,54,28,2.06,0.59,4.22,6.25,2.172,1.28,0.623491,3.12,3.41,2.12,5.62
55,55,28,5.53,0.0,7.0,7.0,2.172,1.28,0.623491,6.25,3.5,1.44,6.97
56,56,29,2.03,0.59,4.12,6.28,2.172,1.28,0.630642,3.09,3.44,2.09,5.69
57,57,29,5.5,0.0,7.0,7.0,2.172,1.28,0.630642,6.25,3.5,1.47,6.97
58,58,30,2.0,0.66,4.16,6.25,2.173,1.282,0.634197,3.06,3.44,2.16,5.56
59,59,30,5.5,0.0,7.0,7.0,2.173,1.282,0.634197,6.25,3.5,1.47,6.97
60,60,31,2.0,0.72,4.16,6.25,2.174,1.287,0.63597,3.09,3.47,2.12,5.5
61,61,31,5.53,0.0,7.0,7.0,2.174,1.287,0.63597,6.25,3.5,1.44,6.97
62,62,32,2.03,0.5,4.19,6.28,2.175,1.295,0.63597,3.09,3.38,2.12,5.78
63,63,32,5.56,0.0,7.0,7.0,2.175,1.295,0.63597,6.28,3.5,1.41,6.97
64,64,33,1.94,0.44,4.16,6.25,2.178,1.308,0.63597,3.03,3.34,2.22,5.81
65,65,33,5.59,0.03,6.97,7.0,2.178,1.308,0.63597,6.28,3.5,1.38,6.94
66,66,34,2.0,0.34,4.22,6.31,2.18,1.322,0.63715,3.09,3.34,2.22,5.94
67,67,34,5.66,0.0,7.0,7.0,2.18,1.322,0.63715,6.31,3.5,1.31,6.97
68,68,35,1.88,0.34,4.16,6.31,2.184,1.34,0.63597,3.03,3.31,2.25,5.97
69,69,35,5.69,0.0,7.0,7.0,2.184,1.34,0.63597,6.34,3.5,1.28,6.97
70,70,36,1.88,0.25,4.16,6.28,2.187,1.36,0.63774,3.03,3.25,2.28,6.03
71,71,36,5.72,0.03,7.0,7.0,2.187,1.36,0.63774,6.34,3.5,1.25,6.94
72,72,37,1.88,0.16,4.16,6.31,2.191,1.379,0.63597,3.03,3.22,2.25,6.16
73,73,37,5.75,0.03,7.0,7.0,2.191,1.379,0.63597,6.38,3.5,1.22,6.94
74,74,38,1.81,0.12,4.16,6.34,2.195,1.399,0.63656,2.97,3.25,2.31,6.22
75,75,38,5.72,0.0,7.0,7.0,2.195,1.399,0.63656,6.34,3.5,1.25,6.97
76,76,39,1.81,0.25,4.16,6.38,2.198,1.418,0.63597,2.97,3.31,2.31,6.09
77,77,39,5.81,0.0,7.0,7.0,2.198,1.418,0.63597,6.38,3.5,1.16,6.97
78,78,40,1.72,0.03,4.12,6.44,2.202,1.438,0.63656,2.91,3.25,2.41,6.41
79,79,40,5.78,0.0,7.0,7.0,2.202,1.438,0.63656,6.38,3.5,1.19,6.97
80,80,41,1.72,0.0,4.09,6.44,2.206,1.457,0.63597,2.91,3.22,2.38,6.41
81,81,41,5.84,0.03,7.0,7.0,2.206,1.457,0.63597,6.41,3.5,1.12,6.94
82,82,42,1.69,0.0,4.19,6.5,2.209,1.477,0.63656,2.94,3.25,2.47,6.5
83,83,42,5.94,0.0,7.0,7.0,2.209,1.477,0.63656,6.47,3.5,1.03,6.97
84,84,43,1.62,0.0,4.16,6.53,2.213,1.496,0.63597,2.88,3.25,2.5,6.53
85,85,43,5.94,0.0,7.0,7.0,2.213,1.496,0.63597,6.47,3.5,1.03,6.97
86,86,44,1.62,0.0,4.16,6.59,2.216,1.513,0.638329,2.88,3.28,2.5,6.56
87,87,44,5.97,0.09,7.0,7.0,2.216,1.513,0.638329,6.47,3.53,1.0,6.88
88,88,45,1.62,0.0,4.19,6.59,2.219,1.527,0.645368,2.91,3.28,2.53,6.59
89,89,45,6.06,0.03,7.0,7.0,2.219,1.527,0.645368,6.53,3.5,0.91,6.94
90,90,46,1.62,0.0,4.22,6.59,2.22,1.539,0.651773,2.91,3.31,2.56,6.59
91,91,47,1.56,0.0,4.22,6.59,2.222,1.547,0.659858,2.88,3.28,2.66,6.56
92,92,48,1.75,0.0,4.41,6.69,2.222,1.552,0.666728,3.09,3.34,2.66,6.66
93,93,49,1.94,0.0,4.66,6.69,2.222,1.554,0.672976,3.31,3.34,2.69,6.66
94,94,50,2.22,0.0,4.88,6.78,2.222,1.555,0.67749,3.53,3.38,2.66,6.75
95,95,51,2.38,0.0,5.03,6.78,2.222,1.555,0.684771,3.72,3.38,2.62,6.75
96,96,52,2.56,0.0,5.25,6.75,2.222,1.555,0.69088,3.91,3.38,2.66,6.75
97,97,53,2.75,0.0,5.41,6.84,2.222,1.555,0.698035,4.09,3.41,2.62,6.84
98,98,54,2.88,0.0,5.56,6.84,2.222,1.555,0.704579,4.22,3.44,2.69,6.84
99,99,55,2.94,0.0,5.66,6.94,2.222,1.557,0.707829,4.28,3.47,2.69,6.91
100,100,56,2.88,0.0,5.62,6.94,2.222,1.562,0.708909,4.25,3.47,2.75,6.94
101,101,57,2.88,0.0,5.62,6.97,2.222,1.571,0.710526,4.25,3.5,2.72,6.97
102,102,58,2.84,0.0,5.66,6.94,2.222,1.583,0.709987,4.25,3.47,2.78,6.91
103,103,59,2.84,0.0,5.69,7.0,2.222,1.598,0.710526,4.25,3.5,2.81,6.97
104,104,60,2.81,0.0,5.66,7.0,2.222,1.616,0.709987,4.22,3.5,2.81,6.97
105,105,61,2.81,0.0,5.72,7.0,2.222,1.636,0.710526,4.25,3.5,2.88,6.97
106,106,62,2.81,0.0,5.75,7.0,2.221,1.656,0.709987,4.28,3.5,2.94,6.97
107,107,63,2.84,0.0,5.81,7.0,2.221,1.676,0.709987,4.31,3.5,2.97,6.97
108,108,64,2.75,0.0,5.84,7.0,2.221,1.696,0.710526,4.28,3.5,3.06,6.97
109,109,65,2.72,0.0,5.84,7.0,2.221,1.715,0.709987,4.28,3.5,3.09,6.97
110,110,66,2.69,0.0,5.88,7.0,2.221,1.735,0.709987,4.28,3.5,3.16,6.97
111,111,67,2.72,0.0,5.88,7.0,2.22,1.755,0.709987,4.31,3.5,3.12,6.97
112,112,68,2.66,0.0,5.94,7.0,2.22,1.775,0.710526,4.28,3.5,3.28,6.97
113,113,69,2.53,0.0,5.97,7.0,2.22,1.795,0.709448,4.25,3.5,3.41,6.97
114,114,70,2.56,0.0,5.97,7.0,2.22,1.815,0.709987,4.25,3.5,3.38,6.97
115,115,71,2.56,0.0,6.0,6.97,2.22,1.835,0.709448,4.28,3.47,3.44,6.97
116,116,72,2.88,0.0,6.47,7.0,2.219,1.855,0.709987,4.66,3.5,3.56,6.97
117,117,73,3.06,0.0,6.72,7.0,2.219,1.875,0.709448,4.91,3.5,3.66,6.97
118,118,74,3.28,0.0,6.94,7.0,2.219,1.895,0.709448,5.12,3.5,3.66,6.97
119,119,75,3.44,0.0,7.0,7.0,2.219,1.915,0.709448,5.22,3.5,3.53,6.97
120,120,76,3.56,0.0,7.0,7.0,2.219,1.934,0.711064,5.28,3.5,3.41,6.97
121,121,77,3.88,0.0,7.0,7.0,2.218,1.954,0.709448,5.41,3.5,3.09,6.97
122,122,78,4.06,0.0,7.0,7.0,2.218,1.972,0.713212,5.53,3.5,2.91,6.97
123,123,79,4.25,0.0,7.0,7.0,2.218,1.985,0.717488,5.62,3.5,2.72,6.97
124,124,80,4.53,0.12,7.0,7.0,2.217,1.997,0.725434,5.75,3.56,2.44,6.84
125,125,81,4.78,0.0,7.0,7.0,2.217,2.004,0.730156,5.88,3.5,2.19,6.97
126,126,82,,,,,2.216,2.01,0.737948,0.0,0.0,0.0,0.0
127,127,83,,,,,2.216,2.017,0.74001,0.0,0.0,0.0,0.0
128,128,84,,,,,2.215,2.029,0.739495,0.0,0.0,0.0,0.0
129,129,85,0.0,0.28,1.19,5.34,2.213,2.042,0.737948,0.59,2.81,1.19,5.06
130,130,86,0.0,0.25,1.16,5.31,2.212,2.059,0.74001,0.56,2.78,1.16,5.06
131,131,87,0.0,0.12,1.31,5.44,2.21,2.079,0.739495,0.66,2.78,1.31,5.28
132,132,88,0.0,0.28,1.31,5.41,2.208,2.099,0.73898,0.66,2.84,1.31,5.09
133,133,89,0.0,0.44,1.09,5.5,2.206,2.118,0.739495,0.53,2.97,1.09,5.03
134,134,90,0.0,0.56,1.12,5.53,2.204,2.139,0.738464,0.56,3.06,1.09,4.94
135,135,91,0.0,0.59,1.09,5.62,2.202,2.158,0.741038,0.53,3.09,1.09,5.0
136,136,92,0.0,0.81,1.09,5.56,2.2,2.178,0.738464,0.53,3.19,1.09,4.75
137,137,93,0.0,1.0,1.06,5.66,2.199,2.198,0.73898,0.53,3.34,1.06,4.66
138,138,94,,,,,2.197,2.217,0.738464,0.0,0.0,0.0,0.0
139,139,95,0.0,1.81,0.88,5.62,2.195,2.237,0.74001,0.44,3.72,0.88,3.81
140,140,96,0.0,1.97,0.97,5.62,2.193,2.258,0.739495,0.47,3.78,0.97,3.62
141,141,97,0.0,1.91,0.84,5.78,2.191,2.277,0.73898,0.44,3.84,0.84,3.84
142,142,98,0.0,1.81,0.84,5.62,2.189,2.297,0.739495,0.44,3.72,0.84,3.78
143,143,99,,,,,2.187,2.317,0.73898,0.0,0.0,0.0,0.0
144,144,100,,,,,2.185,2.336,0.739495,0.0,0.0,0.0,0.0
145,145,101,,,,,2.183,2.356,0.739495,0.0,0.0,0.0,0.0
146,146,102,,,,,2.181,2.376,0.73898,0.0,0.0,0.0,0.0
147,147,103,,,,,2.179,2.396,0.739495,0.0,0.0,0.0,0.0
148,148,104,,,,,2.178,2.415,0.738464,0.0,0.0,0.0,0.0
149,149,105,,,,,2.176,2.435,0.739495,0.0,0.0,0.0,0.0
150,150,106,,,,,2.174,2.455,0.73898,0.0,0.0,0.0,0.0
151,151,107,,,,,2.172,2.475,0.73898,0.0,0.0,0.0,0.0
152,152,108,,,,,2.17,2.495,0.73898,0.0,0.0,0.0,0.0
153,153,109,,,,,2.168,2.515,0.739495,0.0,0.0,0.0,0.0
154,154,110,0.0,0.0,1.66,5.81,2.166,2.535,0.738464,0.81,2.91,1.62,5.78
155,155,111,0.0,0.0,1.97,5.81,2.164,2.555,0.740524,0.97,2.91,1.94,5.78
156,156,112,0.06,0.0,2.0,5.88,2.162,2.574,0.73898,1.03,2.94,1.91,5.88
157,157,113,0.25,0.0,2.16,5.88,2.16,2.594,0.739495,1.22,2.94,1.91,5.88
158,158,114,0.53,0.0,2.31,5.75,2.159,2.614,0.739495,1.44,2.88,1.78,5.72
159,159,115,0.62,0.0,2.53,5.91,2.157,2.634,0.738464,1.56,2.94,1.88,5.91
160,160,116,0.62,0.0,2.5,5.88,2.155,2.653,0.739495,1.56,2.94,1.88,5.88
161,161,117,0.62,0.0,2.56,5.91,2.153,2.673,0.73898,1.59,2.94,1.94,5.91
162,162,118,0.59,0.0,2.53,5.88,2.151,2.693,0.739495,1.56,2.94,1.91,5.88
163,163,119,0.53,0.0,2.5,5.81,2.149,2.713,0.739495,1.5,2.91,1.97,5.81
164,164,120,0.47,0.0,2.5,5.88,2.147,2.732,0.73898,1.47,2.94,2.03,5.84
165,165,121,,,,,2.145,2.752,0.73898,0.0,0.0,0.0,0.0
166,166,122,0.34,0.0,2.47,5.94,2.143,2.772,0.739495,1.41,2.97,2.09,5.91
167,167,123,0.31,0.0,2.44,5.91,2.141,2.792,0.73898,1.38,2.94,2.09,5.91
168,168,124,0.22,0.0,2.38,5.97,2.14,2.812,0.73898,1.31,2.97,2.12,5.94
169,169,125,0.22,0.0,2.41,6.03,2.138,2.832,0.73898,1.31,3.0,2.19,6.03
170,170,126,0.16,0.0,2.41,5.88,2.136,2.852,0.73898,1.28,2.94,2.22,5.88
171,171,127,0.12,0.03,2.31,5.97,2.134,2.871,0.74001,1.22,3.0,2.16,5.94
172,172,128,0.16,0.0,2.38,6.03,2.132,2.891,0.739495,1.25,3.0,2.22,6.0
173,173,129,0.12,0.0,2.31,6.09,2.13,2.911,0.73898,1.22,3.06,2.16,6.09
174,174,130,0.06,0.0,2.28,6.06,2.128,2.931,0.739495,1.16,3.03,2.19,6.06
175,175,131,0.0,0.0,2.22,6.06,2.126,2.951,0.74001,1.12,3.03,2.22,6.06
176,176,132,0.03,0.0,2.12,6.0,2.124,2.97,0.737948,1.06,3.0,2.06,6.0
177,177,133,0.0,0.0,2.09,6.06,2.122,2.99,0.739495,1.06,3.03,2.06,6.06
178,178,134,0.0,0.0,2.16,6.12,2.12,3.01,0.739495,1.09,3.06,2.16,6.12
179,179,135,0.0,0.0,2.12,6.09,2.119,3.03,0.739495,1.06,3.06,2.12,6.09
180,180,136,0.0,0.0,2.41,6.25,2.117,3.049,0.73898,1.19,3.12,2.41,6.22
181,181,137,0.34,0.0,2.66,6.16,2.115,3.07,0.739495,1.5,3.06,2.31,6.12
182,182,138,0.53,0.03,2.94,6.16,2.113,3.089,0.739495,1.72,3.09,2.38,6.09
183,183,139,0.62,0.0,2.91,6.22,2.111,3.109,0.73898,1.78,3.09,2.28,6.19
184,184,140,0.91,0.0,3.41,6.16,2.109,3.129,0.739495,2.16,3.06,2.47,6.16
185,185,141,1.16,0.0,3.5,6.16,2.107,3.149,0.73898,2.34,3.06,2.31,6.16
186,186,142,1.41,0.0,3.69,6.19,2.105,3.168,0.739495,2.56,3.09,2.25,6.19
187,187,143,1.56,0.0,3.78,6.22,2.103,3.188,0.74001,2.66,3.12,2.22,6.22
188,188,144,1.91,0.0,4.16,6.25,2.102,3.205,0.742065,3.03,3.12,2.25,6.25
189,189,145,2.12,0.0,4.22,6.31,2.1,3.22,0.746662,3.16,3.16,2.09,6.28
190,190,146,2.38,0.0,4.53,6.34,2.099,3.23,0.754246,3.47,3.16,2.16,6.31
191,191,147,2.56,0.0,4.72,6.34,2.098,3.238,0.760738,3.66,3.16,2.12,6.34
192,192,147,0.0,2.03,0.81,4.81,2.098,3.238,0.760738,0.41,3.44,0.78,2.78
193,193,148,2.66,0.0,4.94,6.44,2.097,3.243,0.766173,3.81,3.22,2.25,6.44
194,194,148,0.0,2.0,0.88,4.78,2.097,3.243,0.766173,0.44,3.38,0.88,2.78
195,195,149,2.81,0.0,5.03,6.41,2.096,3.245,0.771554,3.91,3.22,2.22,6.41
196,196,149,0.0,1.97,1.06,4.84,2.096,3.245,0.771554,0.53,3.41,1.06,2.88
197,197,150,0.0,2.0,1.0,4.81,2.096,3.246,0.775433,0.5,3.41,1.0,2.78
198,198,150,2.75,0.0,4.91,6.41,2.096,3.246,0.775433,3.84,3.19,2.16,6.38
199,199,151,0.0,2.03,1.03,4.81,2.096,3.246,0.781674,0.5,3.41,1.03,2.75
200,200,151,2.75,0.0,5.0,6.47,2.096,3.246,0.781674,3.88,3.22,2.25,6.44
201,201,152,0.0,2.0,1.03,4.81,2.096,3.246,0.787838,0.5,3.41,1.03,2.81
202,202,152,2.88,0.0,5.06,6.5,2.096,3.246,0.787838,3.97,3.25,2.16,6.5
203,203,153,0.0,2.0,1.03,4.84,2.096,3.246,0.792992,0.5,3.41,1.03,2.81
204,204,153,2.97,0.0,5.09,6.56,2.096,3.246,0.792992,4.03,3.28,2.12,6.56
205,205,154,0.0,1.94,0.94,4.81,2.096,3.246,0.799472,0.47,3.34,0.94,2.84
206,206,154,2.72,0.0,5.06,6.5,2.096,3.246,0.799472,3.91,3.25,2.34,6.47
207,207,155,0.0,1.94,1.0,4.88,2.096,3.246,0.804498,0.5,3.41,1.0,2.91
208,208,155,2.72,0.0,5.09,6.5,2.096,3.246,0.804498,3.91,3.25,2.38,6.5
209,209,156,0.0,1.91,1.0,4.84,2.096,3.246,0.810365,0.5,3.38,1.0,2.91
210,210,156,2.69,0.03,5.12,6.56,2.096,3.246,0.810365,3.91,3.28,2.44,6.5
211,211,157,0.0,1.94,0.88,4.88,2.096,3.246,0.81571,0.44,3.41,0.88,2.94
212,212,157,2.62,0.0,5.09,6.59,2.096,3.246,0.81571,3.84,3.31,2.47,6.59
213,213,158,0.0,1.94,0.81,4.75,2.096,3.248,0.818356,0.41,3.34,0.81,2.81
214,214,158,2.56,0.0,5.0,6.56,2.096,3.248,0.818356,3.78,3.28,2.44,6.56
215,215,159,0.0,1.91,0.84,4.84,2.094,3.253,0.819235,0.41,3.38,0.81,2.94
216,216,159,2.59,0.0,5.12,6.69,2.094,3.253,0.819235,3.88,3.34,2.53,6.66
217,217,160,0.0,1.88,0.84,4.84,2.091,3.26,0.819673,0.41,3.34,0.84,2.94
218,218,160,2.53,0.0,5.09,6.72,2.091,3.26,0.819673,3.81,3.34,2.53,6.69
219,219,161,0.0,1.94,0.72,4.88,2.087,3.272,0.819235,0.38,3.41,0.72,2.91
220,220,161,2.5,0.03,5.12,6.81,2.087,3.272,0.819235,3.81,3.41,2.59,6.75
221,221,162,0.0,1.91,0.72,4.91,2.082,3.286,0.820111,0.34,3.41,0.72,2.97
222,222,162,2.53,0.0,5.25,6.94,2.082,3.286,0.820111,3.88,3.47,2.72,6.91
223,223,163,0.0,1.97,0.75,4.94,2.076,3.302,0.819673,0.38,3.44,0.75,2.94
224,224,163,2.47,0.0,5.19,6.88,2.076,3.302,0.819673,3.84,3.44,2.72,6.84
225,225,164,0.0,1.97,0.81,4.91,2.069,3.321,0.819235,0.41,3.44,0.81,2.91
226,226,164,2.47,0.0,5.25,7.0,2.069,3.321,0.819235,3.88,3.5,2.78,6.97
227,227,165,0.0,2.0,0.84,4.94,2.061,3.34,0.819235,0.41,3.47,0.84,2.94
228,228,165,2.47,0.0,5.28,6.97,2.061,3.34,0.819235,3.88,3.5,2.78,6.97
229,229,166,0.0,1.97,0.72,5.09,2.055,3.358,0.818796,0.34,3.53,0.72,3.12
230,230,166,2.44,0.0,5.25,7.0,2.055,3.358,0.818796,3.84,3.5,2.78,6.97
231,231,167,0.0,2.06,0.66,5.0,2.048,3.377,0.819235,0.31,3.53,0.66,2.94
232,232,167,2.41,0.03,5.28,7.0,2.048,3.377,0.819235,3.84,3.5,2.88,6.94
233,233,168,0.0,2.06,0.69,5.03,2.041,3.396,0.819235,0.34,3.56,0.69,2.94
234,234,168,2.34,0.0,5.34,7.0,2.041,3.396,0.819235,3.84,3.5,3.0,6.97
235,235,169,2.34,0.0,5.31,7.0,2.034,3.414,0.819235,3.81,3.5,2.97,6.97
236,236,169,0.0,2.5,0.66,5.06,2.034,3.414,0.819235,0.31,3.78,0.62,2.56
237,237,170,2.28,0.0,5.31,7.0,2.027,3.433,0.819235,3.78,3.5,3.0,6.97
238,238,170,0.0,2.69,0.69,5.06,2.027,3.433,0.819235,0.34,3.88,0.69,2.34
239,239,171,2.28,0.0,5.41,7.0,2.02,3.452,0.819673,3.84,3.5,3.09,6.97
240,240,171,0.0,2.66,0.69,5.03,2.02,3.452,0.819673,0.34,3.84,0.66,2.34
241,241,172,2.25,0.0,5.41,7.0,2.013,3.471,0.819235,3.84,3.5,3.12,6.97
242,242,172,0.0,2.69,0.56,5.06,2.013,3.471,0.819235,0.28,3.88,0.56,2.34
243,243,173,2.38,0.0,5.5,7.0,2.006,3.489,0.819235,3.94,3.5,3.09,6.97
244,244,173,0.0,2.66,0.66,5.0,2.006,3.489,0.819235,0.31,3.81,0.66,2.34
245,245,174,2.59,0.0,5.62,7.0,2.0,3.508,0.819673,4.09,3.5,3.0,6.97
246,246,174,0.0,2.0,0.84,5.09,2.0,3.508,0.819673,0.41,3.53,0.84,3.06
247,247,175,2.81,0.0,5.97,7.0,1.993,3.527,0.819235,4.41,3.5,3.12,6.97
248,248,175,0.0,1.94,1.06,5.09,1.993,3.527,0.819235,0.53,3.5,1.06,3.16
249,249,176,2.97,0.0,6.28,7.0,1.986,3.545,0.819235,4.62,3.5,3.28,6.97
250,250,176,0.0,1.91,1.25,5.09,1.986,3.545,0.819235,0.62,3.5,1.22,3.16
251,251,177,0.0,1.97,1.34,5.03,1.979,3.564,0.819235,0.69,3.5,1.34,3.03
252,252,177,3.12,0.0,6.41,7.0,1.979,3.564,0.819235,4.75,3.5,3.28,6.97
253,253,178,0.16,2.0,1.56,5.09,1.972,3.582,0.819235,0.84,3.53,1.41,3.06
254,254,178,3.31,0.03,6.66,7.0,1.972,3.582,0.819235,4.97,3.5,3.34,6.94
255,255,179,0.38,2.03,1.78,5.09,1.965,3.601,0.819673,1.06,3.56,1.41,3.06
256,256,179,3.53,0.0,6.97,7.0,1.965,3.601,0.819673,5.25,3.5,3.41,6.97
257,257,180,0.56,2.06,2.0,5.16,1.958,3.62,0.819235,1.28,3.59,1.44,3.06
258,258,180,3.88,0.0,7.0,7.0,1.958,3.62,0.819235,5.44,3.5,3.09,6.97
259,259,181,0.84,2.09,2.28,5.25,1.951,3.639,0.819673,1.56,3.66,1.41,3.12
260,260,181,4.12,0.0,7.0,7.0,1.951,3.639,0.819673,5.56,3.5,2.84,6.97
261,261,182,1.09,2.12,2.47,5.09,1.944,3.657,0.819235,1.78,3.59,1.38,2.94
262,262,182,4.31,0.0,6.97,7.0,1.944,3.657,0.819235,5.62,3.5,2.66,6.97
263,263,183,,,,,1.937,3.676,0.819673,0.0,0.0,0.0,0.0
264,264,184,1.53,2.19,2.91,5.22,1.93,3.695,0.819235,2.22,3.69,1.38,3.0
265,265,184,4.69,0.03,7.0,7.0,1.93,3.695,0.819235,5.84,3.5,2.28,6.94
266,266,185,1.72,2.22,3.06,5.19,1.924,3.713,0.819673,2.38,3.72,1.31,2.94
267,267,186,1.91,2.25,3.28,5.19,1.917,3.732,0.819235,2.59,3.72,1.34,2.91
268,268,186,0.0,1.72,0.94,4.81,1.917,3.732,0.819235,0.47,3.28,0.94,3.06
269,269,187,1.88,2.25,3.22,5.25,1.91,3.751,0.820111,2.53,3.75,1.34,2.97
270,270,187,0.0,1.75,0.91,4.81,1.91,3.751,0.820111,0.44,3.28,0.88,3.06
271,271,188,1.91,2.22,3.25,5.22,1.903,3.77,0.819673,2.56,3.72,1.34,2.97
272,272,188,0.0,1.72,0.94,4.84,1.903,3.77,0.819673,0.47,3.28,0.94,3.12
273,273,189,1.88,2.16,3.19,5.03,1.896,3.788,0.819235,2.53,3.59,1.31,2.88
274,274,189,0.0,1.66,0.88,4.78,1.896,3.788,0.819235,0.44,3.22,0.88,3.09
275,275,190,1.84,2.22,3.16,5.06,1.89,3.804,0.821858,2.5,3.62,1.28,2.81
